name,descriptionAr,descriptionEn,image,categoryId,price,discountedPrice,handle
Coverderm Luminous Make-Up,"مكياج خالي من الزيوت ويدوم فترة طويلة
 يعزز إشراقة البشرة ويحارب فرط تصبغ الجلد","- It covers the imperfections and fights brown spots of the skin.
 
 - Coverderm Luminous makeup is ideal for everyday use. It is a unique makeup, waterproof, long-lasting, perfectly covering, while fighting brown spots and blemishes.
 
 - The combined effect of Alpha-Arbutin and Vitamin C offers reduction of dyschromias and additional anti-aging care. Oil-free.
 
 Why choose Coverderm?
 - The first high coverage makeup in the world! The only American patent! Coverderm Camouflage products are a unique series, famous for covering any intense or small defect in the face and body. Recommended by dermatologists and professional makeup artists around the world! Invisible makeup, visible beauty: Perfect coverage due to their special composition. Apply uniformly to every part of the skin.
 
 - 24-hour natural coverage.
 - 100% waterproof and perspiration-resistant composition.
 - Hypoallergenic (clinically proven).
 - Wide variety of colors.
 - They allow the skin to breathe.
 - Suitable for all skin types.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Make-Up.png?alt=media&token=528825c1-f69a-4f98-80be-3512ee7154ff,4,26,20.8,Coverderm-Luminous-Make-Up
Coverderm Luminous Exfolia ,"مقشر لطيف للبشرة يزيل خلايا الجلد الميتة
 للحصول على بشرة صحية ومتجددة","An innovative scrub securing deep exfoliation, while fighting effectively skin hyperpigmentation. Jojoba microspheres ensure safe, frequent use without irritation, smoothness and hydration of skin surface are improved. The removal of dead cells enhances the penetration of the depigmenting agents of a-arbutin deep into the epidermis, for optimum whitening action. An extremely gentle formulation may be used daily to render a healthier, younger and brighter complexion.
 
 Suitable for all skin types",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Exfolia.png?alt=media&token=5b180f9e-2fe7-4987-9e87-e929f29a2dd0,2,20,16,Coverderm-Luminous-Exfolia
Coverderm Luminous ,مصل تبييض مركّز قوي للعناية بالوجه والعينين,Powerful concentrated whitening serum for face and eyes care,https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous.png?alt=media&token=e3a64ce0-c163-4b78-8f60-5be8d2620ec2,2,63,50.4,Coverderm-Luminous
Coverderm Luminous Eyes ,"كريم جل لتقليل الهالات السوداء تحت العينين مقاوم
  للتجاعيد ومضاد للتهيج","An ultra soft-textured cream-gel, specially formulated for the fragile around the eye area. Drastically fights hyperpigmentation disorders, while, at the same time, reduces dark eye circles and bags. Additional anti-wrinkle, moisturizing and anti-irritant action.
 
 Coverderm Luminous Yeux is an ultra-soft cream-gel formula, hypoallergenic, ophthalmologically tested, specially designed for the fragile area around the eyes. Impressive clinical results showed that 82% of volunteers using the Coverderm Luminous product range experienced a significant decrease in pigmentation. (the participants with heavily pigmented skin and belonging to phototypes IV, V and VI used the Luminous Supreme day cream in the morning and Luminous Supreme Tri-Actif in the evening, in combination with the Luminous Supreme Serum for 12 weeks)
 
 Main active ingredients include:
 
 Nonapeptide-1 to prevent tyrosinase synthesis
 Diacetyl Boldine to keep tyrosinase in its inactive form
 Sucrose Laureate and Pea Extract to inhibit the formation of matured melanosomes
 a-Arbutin the most effective tyrosinase inhibitor
 slow-released Vitamin C - encapsulated anti-aging and whitening agent
 Niacinamide - to slow down the transfer of melanosomes to the keratinocytes
 Fraxinus Excelsior Bark Extract to fight under-eye dark circles and puffiness
 Silanetriol Potassium Citrate to reinforce capillaries of the under-eye area
 Hyaluronic Acid for intense moisturization
 slow-released Retinol - encapsulated anti-wrinkling agent
 Strong<phytosphigosine< strong=""""> for strong anti-irritant action",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Eyes.png?alt=media&token=5f8066a9-b51d-48d8-92a5-06e99fda0327,2,54,43.2,Coverderm-Luminous-Eyes
Coverderm Luminous Serum ,"كريم فعَال لتبييض البشرة وعلاج فرط التصبغ للوجه 
 ومنطقة تحت العينين","An effective cream for skin whitening and treating hyperpigmentation for the face
  And the area under the eyes",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Serum.png?alt=media&token=403894e7-ef56-425a-b9e2-334a7e2f07f1,2,63,50.4,Coverderm-Luminous-Serum
Coverderm Luminous Tri-Actif ,كريم ليلي يفتح ويبيض البشرة ويعالج فرط التصبغ,"Intensive skin whitening, anti-wrinkle, and anti-aging night cream
 
 Coverderm Luminous Tri-Actif The intensive skin whitening, anti-wrinkle, and anti-aging night cream, formulated to provide sustained release of its ingredients throughout the night. It completes the 24-hour treatment and guarantees a spotless and younger-looking complexion. Impressive clinical results showed that 100% of volunteers using the Coverderm Luminous product range experienced a decrease in yellow skin tone 10 minutes after application and 95% of volunteers showed a significant decrease in pigmentation.
 
 Main active ingredients include:
 
 Nonapeptide-1 to prevent tyrosinase synthesis
 Diacetyl Boldine to keep tyrosinase in its inactive form
 Sucrose Laureate and Pea Extract to inhibit the formation of matured melanosomes
 a-Arbutin the most effective tyrosinase inhibitor
 slow-released Vitamin C - encapsulated anti-aging and whitening agent
 Niacinamide - to slow down the transfer of melanosomes to the keratinocytes
 Manganese Titanium Dioxide - to impart a uniform and matte appearance
 Slow-released Retinol - encapsulated anti-wrinkling agent",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Tri-Actif.png?alt=media&token=fa00ed55-ea36-4855-a0da-a756ae7c5867,2,63,50.4,Coverderm-Luminous-Tri-Actif
Coverderm Luminous Supreme ,مصل تبييض مركّز قوي للعناية بالوجه والعينين,Powerful concentrated whitening serum for face and eyes care,https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Supreme.png?alt=media&token=a91aac6c-4d63-4810-8912-b549f225e5a5,2,69,55.2,Coverderm-Luminous-Supreme
Coverderm Luminous Supreme Eyes ,"كريم جل لتقليل الهالات السوداء تحت العينين مقاوم
  للتجاعيد ومضاد للتهيج","An ultra soft-textured cream-gel, specially formulated for the fragile around the eye area. Drastically fights hyperpigmentation disorders, while, at the same time, reduces dark eye circles and bags. Additional anti-wrinkle, moisturizing and anti-irritant action.
 
 Coverderm Luminous Yeux is an ultra-soft cream-gel formula, hypoallergenic, ophthalmologically tested, specially designed for the fragile area around the eyes. Impressive clinical results showed that 82% of volunteers using the Coverderm Luminous product range experienced a significant decrease in pigmentation. (the participants with heavily pigmented skin and belonging to phototypes IV, V and VI used the Luminous Supreme day cream in the morning and Luminous Supreme Tri-Actif in the evening, in combination with the Luminous Supreme Serum for 12 weeks)
 
 Main active ingredients include:
 
 Nonapeptide-1 to prevent tyrosinase synthesis
 Diacetyl Boldine to keep tyrosinase in its inactive form
 Sucrose Laureate and Pea Extract to inhibit the formation of matured melanosomes
 a-Arbutin the most effective tyrosinase inhibitor
 slow-released Vitamin C - encapsulated anti-aging and whitening agent
 Niacinamide - to slow down the transfer of melanosomes to the keratinocytes
 Fraxinus Excelsior Bark Extract to fight under-eye dark circles and puffiness
 Silanetriol Potassium Citrate to reinforce capillaries of the under-eye area
 Hyaluronic Acid for intense moisturization
 slow-released Retinol - encapsulated anti-wrinkling agent
 Strong<phytosphigosine< strong=""""> for strong anti-irritant action",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Supreme-Eyes.png?alt=media&token=9d90d014-24c7-416a-86cc-1899ccb83515,2,69,55.2,Coverderm-Luminous-Supreme-Eyes
Coverderm Luminous Supreme Serum ,"كريم فعَال لتبييض البشرة وعلاج فرط التصبغ للوجه 
 ومنطقة تحت العينين","An effective cream for skin whitening and treating hyperpigmentation for the face
  And the area under the eyes",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Supreme-Serum.png?alt=media&token=72119e86-bb65-4b64-b605-6f14c852b45c,2,69,55.2,Coverderm-Luminous-Supreme-Serum
Coverderm Luminous Supreme Tri-Actif ,كريم ليلي يفتح ويبيض البشرة ويعالج فرط التصبغ,"Intensive skin whitening, anti-wrinkle, and anti-aging night cream
 
 Coverderm Luminous Tri-Actif The intensive skin whitening, anti-wrinkle, and anti-aging night cream, formulated to provide sustained release of its ingredients throughout the night. It completes the 24-hour treatment and guarantees a spotless and younger-looking complexion. Impressive clinical results showed that 100% of volunteers using the Coverderm Luminous product range experienced a decrease in yellow skin tone 10 minutes after application and 95% of volunteers showed a significant decrease in pigmentation.
 
 Main active ingredients include:
 
 Nonapeptide-1 to prevent tyrosinase synthesis
 Diacetyl Boldine to keep tyrosinase in its inactive form
 Sucrose Laureate and Pea Extract to inhibit the formation of matured melanosomes
 a-Arbutin the most effective tyrosinase inhibitor
 slow-released Vitamin C - encapsulated anti-aging and whitening agent
 Niacinamide - to slow down the transfer of melanosomes to the keratinocytes
 Manganese Titanium Dioxide - to impart a uniform and matte appearance
 Slow-released Retinol - encapsulated anti-wrinkling agent",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Supreme-Tri-Actif.png?alt=media&token=9d6d0e2f-5c20-4773-b131-684ef933dad2,2,69,55.2,Coverderm-Luminous-Supreme-Tri-Actif
Coverderm Peptumax Compact Powder,بودرة عاكسة مضادة للتجاعيد بعامل وقاية من الشمس ومقاومة للماء,"- Innovative products, with special compositions that combine 3 actions in 1 product.
 
 - Enriched with the dynamic combination of biomimetic peptides, which perfectly cover and at the same time reduce fine lines and wrinkles.
 
 - oil-free
 
 - extremely long lasting
 
 - waterproof, hypoallergenic, clinically tested
 
 - give velvety skin all day
 
 - contain particles that reflect light and give shine
 
 - offer safe and effective sun protection from all forms of UVA / UVB / IR / Blue Light (High Energy Visible) with very high SPF 50+
 
 - Peptumax Color Ceuticals are ideal for daily use from morning to night, to complement and enhance the anti-wrinkle action of Peptumax creams, while giving a perfect make-up!",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Compact-Powder.png?alt=media&token=a95377a5-a3ac-4d71-b609-70798a356e03,4,25,20,Coverderm-Peptumax-Compact-Powder
Coverderm Peptumax Concealer,كريم خافي العيوب، مضاد للتجاعيد بعامل حماية من الشمس,"The ideal waterproof, long-lasting concealer that covers perfectly, while at the same time reducing wrinkles and fine lines due to facial expressions , skin aging and photoaging . Enriched with a revolutionary combination of innovative biomimetic peptides. Special ingredients reflect light and give shine to the area around the eyes. Ideal for everyday use",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Concealer.png?alt=media&token=2d2fc4d1-1e6c-4ca2-8328-edaf00bc031e,4,17,13.6,Coverderm-Peptumax-Concealer
Coverderm Peptumax Make-Up,كريم أساس خفيف الوزن، وسهل الامتصاص، ومضاد للحساسية,"COVERDERM PEPTUMAX MAKE-UP ANTI-WRINKLE OIL-FREE SPF50 +, is a long-lasting multi-functional Make-up, with special compositions that combines 3 actions in 1 product! It is enriched with a revolutionary combination of biomimetic peptides, which perfectly covers and at the same time reduces fine lines and wrinkles, due to facial expressions, skin aging, photoaging and e-aging. It contains particles that reflect light and give incomparable brightness. It gives velvety skin all day long, while offering safe and effective sun protection from all forms of UVA / UVB / IR / Blue Light (High Energy Visible) with a very high SPF 50+ index. Peptumax Color Ceuticals are ideal for daily use from morning to night, giving a perfect make-up!
 
 - Extremely long lasting. Non-greasy composition. Waterproof, hypoallergenic, clinically tested.
 
 - Instructions : Thoroughly cleanse your skin and apply the day cream you usually use before you start makeup. Then apply a small amount of your Peptumax Makeup on the back of your palm and warm the texture with your fingers, making small circular motions. Apply the make-up on the face with your fingertips starting from the center of the face outwards for a quick and uniform application. Finally, apply it gently and evenly from the center of the face outwards.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Make-Up.png?alt=media&token=32edae2e-6e69-4e46-96e8-f2f1d53d468c,4,26,20.8,Coverderm-Peptumax-Make-Up
Coverderm Peptumax Eyes E-aging ,"كريم جل خفيف الوزن، فائق النعومة، مصمم خصيصًا لمنطقة
 العين الحساسة.","- A clinically tested eye treatment cream-gel that reduces deep and medium wrinkles caused by facial expressions, aging and photoaging.
 
 - An innovative combination of state-of-the-art biomimicking peptides for the most effective and clinically proven anti-wrinkle treatment for the area around the eyes. Acetyl Hexapeptide-8 and Acetyl Octapeptide-3 reduce fine lines and wrinkles caused by facial expressions.
 
 - Palmitoyl Oligopeptide and Palmitoyl Tetrapeptide-7 reduce deep and medium wrinkles caused by skin aging, by stimulating the reconstruction of the extracellular matrix. Phytosphingosine and Diaminopropionic Tripeptide-33 prevent photoaging and the formation of new wrinkles.
 
 â€¢ Prevent or correct wrinkles caused by repeated facial expressions
 â€¢ Stimulate the collagen synthesis of the fibroblasts delaying the aging process
 â€¢ Protects against photo-aging
 â€¢ Protects and repairs DNA
 â€¢ Depth of wrinkles decrease up to -37%
 â€¢ Number of wrinkles decrease up to -48%
 â€¢ Moisturization increase up to +46.5%
 â€¢ Skin elasticity increase up to +100%",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Eyes-E-aging.png?alt=media&token=7a66e518-884a-4355-a9c9-a051d46c0fe2,2,37,29.6,Coverderm-Peptumax-Eyes-E-aging
Coverderm Peptumax Serum E-aging ,سيروم للوجه والعين للتخلص من الخطوط الدقيقة والتجاعيد,"- Revolutionary combination of active ingredients of advanced technology and peptides that mimic the skin's defense mechanisms!
 
 - Peptumax fights all 4 main causes of wrinkles! e-aging Alpha-Glucose & Lespedeza Capitata Leaf / Stem Extract: two modern active ingredients of natural origin. They are a pioneering bio-complex with amazing, synergistic antioxidant action.
 
 - Serum for fine lines & wrinkles
 
 - Serum with extremely enhanced composition for the most intensive effective treatment of fine lines and wrinkles, even the most intense, caused by age, facial expressions, photo-aging and e-aging.
 
 - Deeply moisturizes the skin Visibly improves skin elasticity
 
 - Hypoallergenic Ophthalmologically tested Clinically tested",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Serum-E-aging.png?alt=media&token=fdd9ce98-94b5-4ba5-af54-9e152db14d9e,2,43.5,34.8,Coverderm-Peptumax-Serum-E-aging
Coverderm Peptumax Visage E-aging ,كريم نهاري يقلل بشكل واضح الخطوط الدقيقة والتجاعيد,"- Revolutionary, clinically tested facial cream that reduces deep and medium wrinkles with a combination of biomimicking peptides. Lightweight, easily absorbed formula, hypoallergenic, suitable to all skin types.
 - Clinical studies conducted by the Department of Medicine at the University of Pavia in Italy, proved the impressive results of BotuMax treatments after use, twice daily, for 60 days:
 - Decrease in the depth of wrinkles up to -37%.
 - Decrease in the number of wrinkles up to -48%.
 - Increase in skin moisture up to +46,5%.
 - Increase in skin elasticity up to +100%.
 
 Main active ingredients:
 
 - Acetyl Hexapeptide-8 & Octapeptide-3, Nasturtium Officinale Extra. to prevent or correct wrinkles caused be repeated facial expressions.
 - Palmitoyl Oligopeptide & Tetrapeptide-7 to stimulate the collagen synthesis of the fibroblasts delaying the ageing process.
 - CM Glucan protects against photo-ageing.
 - Diaminopropionic Tripeptide-33 protects and repairs DNA.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Visage-E-aging.png?alt=media&token=e153a752-26d8-4709-86cd-8258b4689e46,2,45,36,Coverderm-Peptumax-Visage-E-aging
Coverderm Peptumax Eyes ,"كريم جل خفيف الوزن، فائق النعومة، مصمم خصيصًا لمنطقة
 العين الحساسة.","- A clinically tested eye treatment cream-gel that reduces deep and medium wrinkles caused by facial expressions, aging and photoaging.
 
 - An innovative combination of state-of-the-art biomimicking peptides for the most effective and clinically proven anti-wrinkle treatment for the area around the eyes. Acetyl Hexapeptide-8 and Acetyl Octapeptide-3 reduce fine lines and wrinkles caused by facial expressions.
 
 - Palmitoyl Oligopeptide and Palmitoyl Tetrapeptide-7 reduce deep and medium wrinkles caused by skin aging, by stimulating the reconstruction of the extracellular matrix. Phytosphingosine and Diaminopropionic Tripeptide-33 prevent photoaging and the formation of new wrinkles.
 
 â€¢ Prevent or correct wrinkles caused by repeated facial expressions
 â€¢ Stimulate the collagen synthesis of the fibroblasts delaying the aging process
 â€¢ Protects against photo-aging
 â€¢ Protects and repairs DNA
 â€¢ Depth of wrinkles decrease up to -37%
 â€¢ Number of wrinkles decrease up to -48%
 â€¢ Moisturization increase up to +46.5%
 â€¢ Skin elasticity increase up to +100%",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Eyes.png?alt=media&token=ca574d39-de57-41b6-92a3-1f362b0d4ef2,2,50,40,Coverderm-Peptumax-Eyes
Coverderm Peptumax Serum ,سيروم للوجه والعين للتخلص من الخطوط الدقيقة والتجاعيد,"- Revolutionary combination of active ingredients of advanced technology and peptides that mimic the skin's defense mechanisms!
 
 - Peptumax fights all 4 main causes of wrinkles! e-aging Alpha-Glucose & Lespedeza Capitata Leaf / Stem Extract: two modern active ingredients of natural origin. They are a pioneering bio-complex with amazing, synergistic antioxidant action.
 
 - Serum for fine lines & wrinkles
 
 - Serum with extremely enhanced composition for the most intensive effective treatment of fine lines and wrinkles, even the most intense, caused by age, facial expressions, photo-aging and e-aging.
 
 - Deeply moisturizes the skin Visibly improves skin elasticity
 
 - Hypoallergenic Ophthalmologically tested Clinically tested",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Serum.png?alt=media&token=6a1b43ad-693d-4384-95e1-27507f52bc9d,2,52.5,42,Coverderm-Peptumax-Serum
Coverderm Peptumax Visage ,كريم نهاري يقلل بشكل واضح الخطوط الدقيقة والتجاعيد,"- Revolutionary, clinically tested facial cream that reduces deep and medium wrinkles with a combination of biomimicking peptides. Lightweight, easily absorbed formula, hypoallergenic, suitable to all skin types.
 - Clinical studies conducted by the Department of Medicine at the University of Pavia in Italy, proved the impressive results of BotuMax treatments after use, twice daily, for 60 days:
 - Decrease in the depth of wrinkles up to -37%.
 - Decrease in the number of wrinkles up to -48%.
 - Increase in skin moisture up to +46,5%.
 - Increase in skin elasticity up to +100%.
 
 Main active ingredients:
 
 - Acetyl Hexapeptide-8 & Octapeptide-3, Nasturtium Officinale Extra. to prevent or correct wrinkles caused be repeated facial expressions.
 - Palmitoyl Oligopeptide & Tetrapeptide-7 to stimulate the collagen synthesis of the fibroblasts delaying the ageing process.
 - CM Glucan protects against photo-ageing.
 - Diaminopropionic Tripeptide-33 protects and repairs DNA.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Visage.png?alt=media&token=47e1210b-1813-44a0-9ae2-6d58c4813315,2,57,45.6,Coverderm-Peptumax-Visage
Coverderm Skin Reverse ,كريم جل يعيد للبشرة الوظائف الطبيعية عند تعرضها لظروف بيئية قاسية، مثل درجات الحرارة المرتفعة والرطوبة المفرطة وفرط التعرق,"Gel cream that restores the skin's normal functions when exposed to harsh environmental conditions, such as high temperatures, excessive humidity, and excessive sweating.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Skin-Reverse.png?alt=media&token=81be273b-8cb4-4a91-b5af-33168965af2d,2,29,23.2,Coverderm-Skin-Reverse
Coverderm Vanish Day Cream ,"الجل الكريمي الأكثر تقدمًا للحصول على بشرة مثالية. يعمل على ترطيب البشرة وتجديدها. يوفر تأثيرًا مضادًا للتجاعيد وشد البشرة ومضادًا للتهيج.
 
هذا الكريم عبارة عن جل كريمي فائق النعومة وخفيف الوزن، تم تركيبه خصيصًا من الريتينول وحمض الهيالورونيك وفيتوسفينجوزين ومستخلص لحاء فراكسينوس إكسيلسيور وسيلانتريول للمنطقة الحساسة حول العينين.
 
  فوائد
 
  يشد البشرة ويقلل من الأكياس والانتفاخات
 
  يحقق ترطيباً فعالاً
 
  يوفر عملاً إضافيًا مضادًا للتجاعيد ومضادًا للتهيج
 
  تركيبة سهلة الامتصاص،
 
  هيبوالرجينيك,
 
  تم اختباره من قبل أطباء العيون
 
  مناسب لجميع أنواع البشرة.
 
  توفر مجموعة منتجات Coverderm Vanish أقوى عمل تآزري لمركب MDI والفوكويدان والإسكين والكافيين في شكل ليبوسوم من أجل:
 
  تقوية منطقة الجلد حول الشعيرات الدموية
 
  تعزيز المصفوفة خارج الخلية من الجلد
 
  يوفر """"شبكة"""" وقائية ضد تدهور النسيج الضام المحيط بالشعيرات الدموية الدقيقة.
 
  مركب MDI - أول مكون تجميلي يتم إنتاجه من أبحاث التكنولوجيا الحيوية النقية. تم اختباره على نطاق واسع في المختبر وفي الدراسات السريرية، وقد أثبت فعاليته كمركب جزيئي قوي لتحسين التأثيرات الناجمة عن اضطرابات الدورة الدموية في الجلد بشكل كبير. مركب MDI هو مكون نشط مشتق من البحر وينتمي إلى مجموعة جزيئات التكنولوجيا الحيوية التي تم تطويرها مؤخرًا والتي تسمى مثبطات البروتين المعدني المصفوفة (MMPIs).
 
  فوكويدان، إيسكين، كافيين - أقوى مزيج من فوكويدان، إيسكين، كافيين في شكل ليبوسوم. يحمي سلامة الشعيرات الدموية الدقيقة، ويقوي الأوردة الضعيفة ويحسن الدورة الدموية الدقيقة. يؤمن شكل الليبوزوم زيادة التوافر البيولوجي من خلال اختراق الجلد بعمق.","The most advanced cream-gel for perfect skin. It hydrates & rejuvenates the skin. It offers anti-wrinkle, firming & anti-irritant action.
 
This Cream is an ultra-soft, light-textured cream-gel, specially formulated with Retinol, Hyaluronic Acid, Phytosphingosine, Fraxinus Excelsior Bark Extract and Silanetriol for the sensitive area around the eyes.
 
 Benefits
 
 firms the skin and reduces bags and puffiness
 
 achieves effective hydration
 
 offers additional anti-wrinkle and anti-irritant action
 
 easily absorbed formula,
 
 hypoallergenic,
 
 ophthalmologically tested
 
 suitable for all skin types.
 
 The Coverderm Vanish product range offers the most powerful synergistic action of MDI Complex & Fucoidan, Escin, Caffeine in liposome form to:
 
 strengthen the area of skin around the blood capillaries
 
 reinforce the extracellular matrix of the skin
 
 provides a protective """"net"""" against the degradation of the connective tissue surrounding the microcapillaries.
 
 MDI Complex - The first cosmetic ingredient produced out of pure biotechnology research. Extensively tested in the laboratory and in clinical studies, it proved its efficacy as a potent molecular complex to dramatically improve the effects caused by circulatory disturbances of the skin. MDI Complex is a marine-derived active ingredient that belongs to the recently developed group of biotechnological molecules called matrix metalloproteinase inhibitors (MMPIs).
 
 Fucoidan, Escin, Caffeine - The most powerful combination of Fucoidan, Escin, Caffeine in liposome form. Protects the integrity of micro-capillaries, strengthens the weak veins and improves micro-circulation. Liposome form secures increased bioavailability through deep penetration in the skin.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Vanish-Day-Cream.png?alt=media&token=e307f955-c34b-4e4c-b925-d1b8455c8bd5,2,57,45.6,Coverderm-Vanish-Day-Cream
Coverderm Vanish NIght Cream ,"الجل الكريمي الأكثر تقدمًا للحصول على بشرة مثالية. يعمل على ترطيب البشرة وتجديدها. يوفر تأثيرًا مضادًا للتجاعيد وشد البشرة ومضادًا للتهيج.
 
هذا الكريم عبارة عن جل كريمي فائق النعومة وخفيف الوزن، تم تركيبه خصيصًا من الريتينول وحمض الهيالورونيك وفيتوسفينجوزين ومستخلص لحاء فراكسينوس إكسيلسيور وسيلانتريول للمنطقة الحساسة حول العينين.
 
  فوائد
 
  يشد البشرة ويقلل من الأكياس والانتفاخات
 
  يحقق ترطيباً فعالاً
 
  يوفر عملاً إضافيًا مضادًا للتجاعيد ومضادًا للتهيج
 
  تركيبة سهلة الامتصاص،
 
  هيبوالرجينيك,
 
  تم اختباره من قبل أطباء العيون
 
  مناسب لجميع أنواع البشرة.
 
  توفر مجموعة منتجات Coverderm Vanish أقوى عمل تآزري لمركب MDI والفوكويدان والإسكين والكافيين في شكل ليبوسوم من أجل:
 
  تقوية منطقة الجلد حول الشعيرات الدموية
 
  تعزيز المصفوفة خارج الخلية من الجلد
 
  يوفر """"شبكة"""" وقائية ضد تدهور النسيج الضام المحيط بالشعيرات الدموية الدقيقة.
 
  مركب MDI - أول مكون تجميلي يتم إنتاجه من أبحاث التكنولوجيا الحيوية النقية. تم اختباره على نطاق واسع في المختبر وفي الدراسات السريرية، وقد أثبت فعاليته كمركب جزيئي قوي لتحسين التأثيرات الناجمة عن اضطرابات الدورة الدموية في الجلد بشكل كبير. مركب MDI هو مكون نشط مشتق من البحر وينتمي إلى مجموعة جزيئات التكنولوجيا الحيوية التي تم تطويرها مؤخرًا والتي تسمى مثبطات البروتين المعدني المصفوفة (MMPIs).
 
  فوكويدان، إيسكين، كافيين - أقوى مزيج من فوكويدان، إيسكين، كافيين في شكل ليبوسوم. يحمي سلامة الشعيرات الدموية الدقيقة، ويقوي الأوردة الضعيفة ويحسن الدورة الدموية الدقيقة. يؤمن شكل الليبوزوم زيادة التوافر البيولوجي من خلال اختراق الجلد بعمق.","The most advanced cream-gel for perfect skin. It hydrates & rejuvenates the skin. It offers anti-wrinkle, firming & anti-irritant action.
 
This Cream is an ultra-soft, light-textured cream-gel, specially formulated with Retinol, Hyaluronic Acid, Phytosphingosine, Fraxinus Excelsior Bark Extract and Silanetriol for the sensitive area around the eyes.
 
 Benefits
 
 firms the skin and reduces bags and puffiness
 
 achieves effective hydration
 
 offers additional anti-wrinkle and anti-irritant action
 
 easily absorbed formula,
 
 hypoallergenic,
 
 ophthalmologically tested
 
 suitable for all skin types.
 
 The Coverderm Vanish product range offers the most powerful synergistic action of MDI Complex & Fucoidan, Escin, Caffeine in liposome form to:
 
 strengthen the area of skin around the blood capillaries
 
 reinforce the extracellular matrix of the skin
 
 provides a protective """"net"""" against the degradation of the connective tissue surrounding the microcapillaries.
 
 MDI Complex - The first cosmetic ingredient produced out of pure biotechnology research. Extensively tested in the laboratory and in clinical studies, it proved its efficacy as a potent molecular complex to dramatically improve the effects caused by circulatory disturbances of the skin. MDI Complex is a marine-derived active ingredient that belongs to the recently developed group of biotechnological molecules called matrix metalloproteinase inhibitors (MMPIs).
 
 Fucoidan, Escin, Caffeine - The most powerful combination of Fucoidan, Escin, Caffeine in liposome form. Protects the integrity of micro-capillaries, strengthens the weak veins and improves micro-circulation. Liposome form secures increased bioavailability through deep penetration in the skin.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Vanish-NIght-Cream.png?alt=media&token=efe56d62-57c6-4aba-b6ad-bf0f8727f8dc,2,57,45.6,Coverderm-Vanish-NIght-Cream
